season,player_name,team,position,age,games_played,minutes,points,rebounds,assists,steals,blocks,turnovers,field_goals_made,field_goal_attempts,field_goal_pct,three_point_makes,three_point_attempts,three_point_pct,free_throws_made,free_throw_attempts,free_throw_pct,points_pg,rebounds_pg,assists_pg,ts_pct,effective_fg_pct,usage_rate,ast_pct,reb_pct,tov_pct,net_rating
2023-24,DeMar DeRozan,CHI,,34.0,79,2988.5683,1897,340,421,90,45,135,650,1355,0.48,75,225,0.333,522,612,0.853,24.0127,4.3038,5.3291,0.584,0.5074,0.252,0.2183,0.0636,0.0767,-1.0
2023-24,Domantas Sabonis,SAC,,28.0,82,2928.0217,1593,1120,673,74,48,272,634,1068,0.594,33,87,0.379,292,415,0.704,19.4268,13.6585,8.2073,0.637,0.6091,0.22,0.3394,0.2164,0.1786,0.8
2023-24,Coby White,CHI,,24.0,79,2881.3567,1509,358,405,53,18,166,541,1209,0.447,209,556,0.376,218,260,0.838,19.1013,4.5316,5.1266,0.57,0.5339,0.224,0.2082,0.0694,0.1115,-0.7
2023-24,Mikal Bridges,BKN,,27.0,82,2854.24,1606,372,299,81,30,164,564,1294,0.436,220,592,0.372,258,317,0.814,19.5854,4.5366,3.6463,0.56,0.5209,0.238,0.1614,0.0715,0.1027,-3.3
2023-24,Paolo Banchero,ORL,,21.0,80,2798.7017,1804,554,431,71,47,247,640,1407,0.455,119,351,0.339,405,559,0.725,22.55,6.925,5.3875,0.546,0.4972,0.292,0.2523,0.1163,0.13,0.0
2023-24,Kevin Durant,PHX,,35.0,75,2790.6367,2032,495,378,69,91,244,751,1436,0.523,168,407,0.413,362,423,0.856,27.0933,6.6,5.04,0.626,0.5815,0.283,0.2255,0.1049,0.1308,4.8
2023-24,Dejounte Murray,ATL,,27.0,78,2783.3433,1753,416,502,111,24,201,672,1463,0.459,201,554,0.363,208,262,0.794,22.4744,5.3333,6.4359,0.555,0.528,0.259,0.277,0.0807,0.113,-2.7
2023-24,Anthony Edwards,MIN,,22.0,79,2770.3833,2049,430,405,101,42,241,718,1558,0.461,190,532,0.357,423,506,0.836,25.9367,5.443,5.1266,0.575,0.5218,0.314,0.2416,0.0844,0.1192,7.3
2023-24,Nikola Jokić,DEN,,29.0,79,2736.5333,2085,976,708,108,68,237,822,1411,0.583,83,231,0.359,358,438,0.817,26.3924,12.3544,8.962,0.65,0.612,0.288,0.4203,0.1977,0.1288,11.8
2023-24,Jalen Brunson,NYK,,27.0,77,2726.3033,2212,278,519,70,13,186,790,1648,0.479,211,526,0.401,421,497,0.847,28.7273,3.6104,6.7403,0.592,0.5434,0.311,0.3294,0.0603,0.0906,8.6
2023-24,Josh Hart,NYK,,29.0,81,2706.7717,761,675,331,75,23,118,295,679,0.434,80,258,0.31,91,115,0.791,9.3951,8.3333,4.0864,0.522,0.4934,0.133,0.1612,0.1474,0.1392,6.6
2023-24,Anthony Davis,LAL,,31.0,76,2700.2433,1876,961,266,91,178,159,713,1283,0.556,29,107,0.271,421,516,0.816,24.6842,12.6447,3.5,0.621,0.567,0.261,0.1587,0.2164,0.0953,2.6
2023-24,Fred VanVleet,HOU,,30.0,73,2684.4267,1270,278,589,101,59,126,423,1018,0.416,227,586,0.387,197,229,0.86,17.3973,3.8082,8.0685,0.568,0.527,0.194,0.3113,0.0555,0.1012,3.0
2023-24,De'Aaron Fox,SAC,,26.0,74,2658.7633,1966,340,418,150,31,194,720,1549,0.465,214,580,0.369,312,423,0.738,26.5676,4.5946,5.6486,0.567,0.5339,0.3,0.2524,0.0723,0.1006,4.3
2023-24,Pascal Siakam,IND,,30.0,80,2657.8883,1737,565,342,63,25,141,681,1271,0.536,85,246,0.346,290,396,0.732,21.7125,7.0625,4.275,0.601,0.5692,0.25,0.1725,0.1176,0.0889,2.2
2023-24,Jayson Tatum,BOS,,26.0,74,2645.2133,1987,601,364,75,43,188,672,1426,0.471,229,609,0.376,414,497,0.833,26.8514,8.1216,4.9189,0.604,0.5515,0.296,0.2149,0.1279,0.1026,11.2
2023-24,Austin Reaves,LAL,,26.0,82,2628.95,1300,352,450,66,25,174,457,940,0.486,154,420,0.367,232,272,0.853,15.8537,4.2927,5.4878,0.613,0.5681,0.198,0.2407,0.0814,0.141,-1.0
2023-24,Tyrese Maxey,PHI,,23.0,70,2625.8067,1816,258,433,69,33,116,638,1419,0.45,212,569,0.373,328,378,0.868,25.9429,3.6857,6.1857,0.573,0.5243,0.273,0.2681,0.0575,0.0682,5.2
2023-24,Luka Dončić,DAL,,25.0,70,2624.04,2370,647,686,99,38,282,804,1652,0.487,284,744,0.382,478,608,0.786,33.8571,9.2429,9.8,0.617,0.5726,0.355,0.4227,0.1384,0.1281,5.8
2023-24,Nikola Vučević,CHI,,33.0,76,2609.5017,1370,801,254,50,60,120,586,1211,0.484,92,313,0.294,106,129,0.822,18.0263,10.5395,3.3421,0.54,0.5219,0.233,0.1525,0.1715,0.0865,-3.1
2023-24,Jalen Green,HOU,,22.0,82,2601.3817,1610,423,291,66,28,191,563,1332,0.423,201,605,0.332,283,352,0.804,19.6341,5.1585,3.5488,0.541,0.4981,0.27,0.1731,0.0872,0.1138,0.0
2023-24,Rudy Gobert,MIN,,32.0,76,2593.1133,1061,982,102,52,162,118,406,614,0.661,0,3,0.0,249,390,0.638,13.9605,12.9211,1.3421,0.675,0.6612,0.152,0.0556,0.206,0.1306,8.0
2023-24,Keegan Murray,SAC,,23.0,77,2588.5667,1172,420,129,79,59,64,443,975,0.454,183,511,0.358,103,124,0.831,15.2208,5.4545,1.6753,0.569,0.5482,0.178,0.069,0.0918,0.0585,2.7
2023-24,Miles Bridges,CHA,,26.0,69,2581.1167,1449,505,231,65,33,138,559,1210,0.462,157,450,0.349,174,211,0.825,21.0,7.3188,3.3478,0.556,0.5269,0.242,0.1603,0.1043,0.0958,-12.1
2023-24,Damian Lillard,MIL,,33.0,73,2578.4283,1775,320,508,72,18,193,541,1277,0.424,220,622,0.354,473,514,0.92,24.3151,4.3836,6.9589,0.59,0.5098,0.274,0.2935,0.0706,0.1138,6.9
2023-24,Giannis Antetokounmpo,MIL,,29.0,73,2567.2433,2222,841,476,87,79,250,837,1369,0.611,34,124,0.274,514,782,0.657,30.4384,11.5205,6.5205,0.649,0.6238,0.32,0.334,0.1863,0.1274,6.6
2023-24,Michael Porter Jr.,DEN,,26.0,81,2564.605,1356,565,122,42,53,92,522,1079,0.484,220,554,0.397,92,110,0.836,16.7407,6.9753,1.5062,0.601,0.5857,0.202,0.0668,0.1221,0.0754,8.1
2023-24,Shai Gilgeous-Alexander,OKC,,25.0,75,2552.6867,2254,415,465,150,67,162,796,1487,0.535,95,269,0.353,567,649,0.874,30.0533,5.5333,6.2,0.636,0.5672,0.317,0.3084,0.0972,0.0837,11.3
2023-24,Grayson Allen,PHX,,28.0,75,2513.3,1014,295,227,69,45,95,340,682,0.499,205,445,0.461,129,147,0.878,13.52,3.9333,3.0267,0.679,0.6488,0.143,0.123,0.0694,0.1129,5.1
2023-24,LeBron James,LAL,,39.0,71,2503.6833,1822,518,589,89,38,245,685,1269,0.54,149,363,0.41,303,404,0.75,25.662,7.2958,8.2958,0.63,0.5985,0.285,0.3848,0.1258,0.1448,3.8
2023-24,Paul George,LAC,,34.0,74,2501.7667,1671,388,262,113,37,153,582,1236,0.471,243,588,0.413,264,291,0.907,22.5811,5.2432,3.5405,0.613,0.5692,0.264,0.161,0.0872,0.1009,9.1
2023-24,Dennis Schröder,BKN,,30.0,80,2485.945,1122,242,488,63,17,153,403,927,0.435,138,368,0.375,178,213,0.836,14.025,3.025,6.1,0.55,0.5092,0.202,0.2868,0.0534,0.1304,-2.8
2023-24,D'Angelo Russell,LAL,,28.0,76,2484.1283,1369,236,482,69,36,156,492,1080,0.456,226,545,0.415,159,192,0.828,18.0132,3.1053,6.3421,0.588,0.5602,0.222,0.2825,0.0578,0.1181,2.6
2023-24,James Harden,LAC,,34.0,72,2469.6683,1192,369,614,77,57,185,352,822,0.428,186,488,0.381,302,344,0.878,16.5556,5.125,8.5278,0.612,0.5414,0.202,0.3357,0.084,0.1597,5.6
2023-24,Devin Booker,PHX,,27.0,68,2446.6567,1841,308,472,61,28,178,642,1305,0.492,152,418,0.364,405,457,0.886,27.0735,4.5294,6.9412,0.611,0.5502,0.289,0.3176,0.0745,0.1057,5.8
2023-24,Jarrett Allen,CLE,,26.0,77,2442.0617,1271,811,210,53,81,121,519,819,0.634,0,6,0.0,233,314,0.742,16.5065,10.5325,2.7273,0.664,0.6337,0.191,0.1329,0.1926,0.1122,4.8
2023-24,Jabari Smith Jr.,HOU,,21.0,76,2423.845,1044,616,121,52,61,89,378,833,0.454,138,380,0.363,150,185,0.811,13.7368,8.1053,1.5921,0.571,0.5366,0.174,0.0707,0.1362,0.0887,-1.9
2023-24,Stephen Curry,GSW,,36.0,74,2421.5383,1956,330,379,54,28,210,650,1445,0.45,357,876,0.408,299,324,0.923,26.4324,4.4595,5.1216,0.616,0.5734,0.302,0.2466,0.0735,0.1168,2.7
2023-24,Bam Adebayo,MIA,,26.0,71,2416.4733,1367,737,278,81,66,162,530,1017,0.521,15,42,0.357,292,387,0.755,19.2535,10.3803,3.9155,0.576,0.5285,0.247,0.1819,0.1788,0.1201,0.8
2023-24,Chet Holmgren,OKC,,22.0,82,2412.7967,1357,648,200,53,190,131,505,953,0.53,129,349,0.37,218,275,0.793,16.5488,7.9024,2.439,0.632,0.5976,0.21,0.1196,0.1606,0.1087,9.0
2023-24,Brook Lopez,MIL,,36.0,79,2411.1517,990,409,127,43,189,79,366,755,0.485,148,404,0.366,110,134,0.821,12.5316,5.1772,1.6076,0.608,0.5828,0.156,0.0722,0.0965,0.0885,5.2
2023-24,Kentavious Caldwell-Pope,DEN,,31.0,76,2401.7567,766,183,183,98,42,75,270,587,0.46,125,308,0.406,101,113,0.894,10.0789,2.4079,2.4079,0.602,0.5664,0.126,0.0948,0.0422,0.1054,11.3
2023-24,Bogdan Bogdanović,ATL,,31.0,79,2401.4083,1333,272,247,96,26,112,471,1100,0.428,240,641,0.374,151,164,0.921,16.8734,3.443,3.1266,0.569,0.5373,0.218,0.1477,0.0612,0.0872,1.9
2023-24,Brandon Miller,CHA,,21.0,74,2382.9633,1279,315,175,66,42,132,476,1083,0.44,184,493,0.373,143,173,0.827,17.2838,4.2568,2.3649,0.552,0.5245,0.235,0.1277,0.0705,0.1022,-10.2
2023-24,Derrick White,BOS,,29.0,73,2380.985,1107,310,377,74,87,112,387,839,0.461,196,495,0.396,137,152,0.901,15.1644,4.2466,5.1644,0.611,0.5781,0.183,0.2164,0.0733,0.11,12.5
2023-24,Harrison Barnes,SAC,,32.0,82,2380.87,1000,249,99,54,12,58,347,732,0.474,149,385,0.387,157,196,0.801,12.1951,3.0366,1.2073,0.611,0.5758,0.154,0.0556,0.0592,0.0662,-1.7
2023-24,Tobias Harris,PHI,,31.0,70,2367.78,1204,453,217,70,46,93,463,951,0.487,91,258,0.353,187,213,0.878,17.2,6.4714,3.1,0.576,0.5347,0.203,0.1383,0.112,0.0817,4.6
2023-24,Donte DiVincenzo,NYK,,27.0,81,2360.3933,1259,297,216,107,36,113,445,1004,0.443,283,705,0.401,86,114,0.754,15.5432,3.6667,2.6667,0.597,0.5842,0.209,0.1347,0.0744,0.0968,3.7
2023-24,Jordan Poole,WAS,,25.0,78,2345.555,1356,212,343,86,25,188,490,1186,0.413,184,564,0.326,192,219,0.877,17.3846,2.7179,4.3974,0.529,0.4907,0.256,0.206,0.0441,0.1279,-11.1
2023-24,Jaylen Brown,BOS,,27.0,70,2342.5217,1610,387,249,83,37,166,627,1256,0.499,145,410,0.354,211,300,0.703,23.0,5.5286,3.5571,0.58,0.5569,0.283,0.1696,0.093,0.1068,8.7
2023-24,Franz Wagner,ORL,,22.0,72,2337.4167,1421,381,269,76,28,137,528,1096,0.482,94,334,0.281,271,319,0.85,19.7361,5.2917,3.7361,0.575,0.5246,0.25,0.1877,0.0958,0.0998,4.3
2023-24,Malik Beasley,MIL,,27.0,79,2337.3717,889,290,108,59,9,54,320,722,0.443,224,542,0.413,25,35,0.714,11.2532,3.6709,1.3671,0.603,0.5983,0.142,0.0621,0.0706,0.0682,5.8
2023-24,Kawhi Leonard,LAC,,33.0,68,2330.04,1613,416,244,111,59,119,610,1162,0.525,140,336,0.417,253,286,0.885,23.7206,6.1176,3.5882,0.626,0.5852,0.261,0.1686,0.1004,0.0846,8.2
2023-24,Herbert Jones,NOP,,25.0,76,2321.4283,837,272,199,105,62,93,293,588,0.498,114,273,0.418,137,158,0.867,11.0132,3.5789,2.6184,0.636,0.5952,0.141,0.1128,0.0648,0.1239,5.5
2023-24,Aaron Gordon,DEN,,28.0,73,2296.81,1013,471,259,56,45,105,398,716,0.556,40,138,0.29,177,269,0.658,13.8767,6.4521,3.5479,0.607,0.5838,0.174,0.1518,0.1137,0.1118,8.7
2023-24,Klay Thompson,GSW,,34.0,77,2284.1683,1375,254,176,50,35,117,490,1133,0.432,268,692,0.387,127,137,0.927,17.8571,3.2987,2.2857,0.576,0.5508,0.234,0.1119,0.06,0.0893,-0.3
2023-24,Kyle Kuzma,WAS,,28.0,70,2281.1417,1553,464,296,37,49,192,608,1313,0.463,151,450,0.336,186,240,0.775,22.1857,6.6286,4.2286,0.547,0.5206,0.295,0.1989,0.0993,0.1192,-11.0
2023-24,Jrue Holiday,BOS,,34.0,69,2263.2783,860,373,333,61,53,124,331,689,0.48,138,322,0.429,60,72,0.833,12.4638,5.4058,4.8261,0.597,0.5806,0.161,0.1967,0.0928,0.1468,9.7
2023-24,Deni Avdija,WAS,,23.0,75,2256.6433,1102,540,286,59,36,160,406,803,0.506,88,235,0.374,202,273,0.74,14.6933,7.2,3.8133,0.597,0.5604,0.196,0.1715,0.1168,0.1477,-6.5
2023-24,Devin Vassell,SAS,,23.0,68,2247.7433,1323,261,277,73,23,108,498,1056,0.472,166,446,0.372,161,201,0.801,19.4559,3.8382,4.0735,0.578,0.5502,0.229,0.1894,0.0606,0.0862,-6.0
2023-24,Luguentz Dort,OKC,,25.0,79,2245.9717,860,284,113,71,47,74,288,657,0.438,156,396,0.394,128,155,0.826,10.8861,3.5949,1.4304,0.593,0.5571,0.152,0.065,0.0756,0.0926,7.8
2023-24,Max Strus,CLE,,28.0,70,2239.175,853,338,283,64,29,112,304,728,0.418,168,479,0.351,77,97,0.794,12.1857,4.8286,4.0429,0.553,0.533,0.167,0.1746,0.0876,0.1269,5.6
2023-24,Dillon Brooks,HOU,,28.0,72,2226.7383,915,246,119,64,10,88,329,768,0.428,133,370,0.359,124,147,0.844,12.7083,3.4167,1.6528,0.549,0.515,0.176,0.0748,0.0592,0.0956,0.0
2023-24,Jalen Williams,OKC,,23.0,71,2223.5983,1355,282,322,80,45,123,536,993,0.54,103,241,0.427,180,221,0.814,19.0845,3.9718,4.5352,0.621,0.5916,0.232,0.2189,0.0758,0.1014,8.8
2023-24,Tyrese Haliburton,IND,,24.0,69,2223.5383,1389,271,752,83,48,159,500,1048,0.477,195,535,0.364,194,227,0.855,20.1304,3.9275,10.8986,0.605,0.5701,0.239,0.4351,0.0674,0.1217,6.2
2023-24,P.J. Washington,DAL,,25.0,73,2220.6783,939,411,141,72,59,96,354,811,0.436,132,413,0.32,99,145,0.683,12.863,5.6301,1.9315,0.537,0.5179,0.185,0.0829,0.1039,0.0989,-2.8
2023-24,Jaden Ivey,DET,,22.0,77,2217.4767,1185,264,296,57,41,190,417,973,0.429,124,369,0.336,227,303,0.749,15.3896,3.4286,3.8442,0.536,0.4923,0.244,0.2221,0.0695,0.1466,-7.7
2023-24,Ayo Dosunmu,CHI,,24.0,76,2212.4683,924,216,242,68,36,103,360,719,0.501,119,295,0.403,85,105,0.81,12.1579,2.8421,3.1842,0.604,0.5834,0.168,0.1562,0.0546,0.1186,-3.3
2023-24,Zion Williamson,NOP,,23.0,70,2206.9233,1601,406,352,76,47,193,624,1094,0.57,6,18,0.333,347,494,0.702,22.8714,5.8,5.0286,0.61,0.5731,0.285,0.2642,0.1017,0.1283,2.9
2023-24,Mike Conley,MIN,,36.0,76,2193.4583,869,218,449,88,17,102,294,644,0.457,179,405,0.442,102,112,0.911,11.4342,2.8684,5.9079,0.627,0.5955,0.157,0.2804,0.0541,0.1283,5.7
2023-24,Jeremy Sochan,SAS,,21.0,74,2193.095,861,476,249,62,40,140,340,776,0.438,70,227,0.308,111,144,0.771,11.6351,6.4324,3.3649,0.513,0.4832,0.187,0.1583,0.1133,0.143,-7.0
2023-24,Buddy Hield,PHI,,31.0,84,2159.8883,1013,269,236,70,42,103,371,850,0.436,219,568,0.386,52,59,0.881,12.0595,3.2024,2.8095,0.578,0.5653,0.186,0.1592,0.0729,0.1052,1.1
2023-24,CJ McCollum,NOP,,32.0,66,2158.5367,1322,286,305,62,41,110,484,1055,0.459,239,557,0.429,115,139,0.827,20.0303,4.3333,4.6212,0.592,0.572,0.244,0.2134,0.0733,0.0897,3.7
2023-24,Spencer Dinwiddie,LAL,,31.0,76,2152.4083,795,205,356,51,22,91,251,640,0.392,124,368,0.337,169,210,0.805,10.4605,2.6974,4.6842,0.543,0.4891,0.161,0.2153,0.0579,0.1105,1.6
2023-24,Tre Jones,SAS,,24.0,77,2138.18,771,289,478,78,9,116,303,600,0.505,64,191,0.335,101,118,0.856,10.013,3.7532,6.2078,0.591,0.5583,0.149,0.3061,0.0706,0.1511,-0.9
2023-24,Grant Williams,CHA,,25.0,76,2129.56,784,318,174,44,39,109,276,605,0.456,126,336,0.375,106,140,0.757,10.3158,4.1842,2.2895,0.588,0.5603,0.157,0.1266,0.0796,0.1405,-5.7
2023-24,Jaren Jackson Jr.,MEM,,24.0,66,2124.18,1486,365,154,80,106,160,516,1161,0.444,117,366,0.32,337,417,0.808,22.5152,5.5303,2.3333,0.553,0.4948,0.302,0.1226,0.0809,0.1063,-7.3
2023-24,Tim Hardaway Jr.,DAL,,32.0,79,2120.3283,1139,254,139,42,6,69,392,976,0.402,211,597,0.353,144,169,0.852,14.4177,3.2152,1.7595,0.542,0.5097,0.22,0.0886,0.0673,0.0616,-0.1
2023-24,Nic Claxton,BKN,,25.0,71,2115.6633,841,706,147,46,146,93,366,582,0.629,1,5,0.2,108,196,0.551,11.8451,9.9437,2.0704,0.629,0.6297,0.156,0.1032,0.1829,0.1222,-5.6
2023-24,Jaime Jaquez Jr.,MIA,,23.0,75,2113.195,889,285,195,77,20,110,341,697,0.489,65,202,0.322,142,175,0.811,11.8533,3.8,2.6,0.574,0.5359,0.181,0.1337,0.079,0.1244,2.8
2023-24,Taurean Prince,LAL,,30.0,78,2107.6217,697,230,119,58,35,73,253,572,0.442,141,356,0.396,50,68,0.735,8.9359,2.9487,1.5256,0.579,0.5656,0.134,0.0738,0.0663,0.1082,-2.6
2023-24,Victor Wembanyama,SAS,,20.0,71,2106.235,1522,755,274,88,254,260,551,1186,0.465,128,394,0.325,292,367,0.796,21.4366,10.6338,3.8592,0.565,0.5185,0.312,0.2131,0.1871,0.1617,-3.2
2023-24,Jaden McDaniels,MIN,,23.0,72,2105.4533,757,224,101,63,42,87,307,628,0.489,86,255,0.337,57,79,0.722,10.5139,3.1111,1.4028,0.571,0.5573,0.156,0.0668,0.0579,0.116,3.8
2023-24,Brandon Ingram,NOP,,26.0,64,2102.68,1332,324,363,50,40,163,500,1017,0.492,86,242,0.355,246,307,0.801,20.8125,5.0625,5.6719,0.578,0.5339,0.269,0.2661,0.0852,0.1239,4.0
2023-24,Scottie Barnes,TOR,,22.0,60,2094.2483,1191,494,363,75,88,165,447,942,0.475,101,296,0.341,196,251,0.781,19.85,8.2333,6.05,0.566,0.5281,0.24,0.2695,0.1247,0.1355,-3.2
2023-24,Jusuf Nurkić,PHX,,29.0,76,2078.035,829,837,301,81,80,175,320,627,0.51,22,90,0.244,167,261,0.64,10.9079,11.0132,3.9605,0.559,0.5279,0.187,0.2024,0.2382,0.1909,9.2
2023-24,Myles Turner,IND,,28.0,77,2076.4367,1313,533,100,39,144,109,476,909,0.524,116,324,0.358,245,317,0.773,17.0519,6.9221,1.2987,0.626,0.5875,0.234,0.0623,0.142,0.0942,5.1
2023-24,Cam Thomas,BKN,,22.0,66,2074.85,1482,214,192,45,16,124,526,1190,0.442,144,396,0.364,286,334,0.856,22.4545,3.2424,2.9091,0.554,0.5025,0.296,0.156,0.0565,0.0849,-5.2
2023-24,Collin Sexton,UTA,,25.0,78,2074.7633,1458,205,383,62,18,165,506,1038,0.487,128,325,0.394,318,370,0.859,18.6923,2.6282,4.9103,0.607,0.5491,0.267,0.2785,0.0464,0.1208,-3.4
2023-24,Cade Cunningham,DET,,22.0,62,2074.225,1405,268,464,56,22,212,524,1167,0.449,119,335,0.355,238,274,0.869,22.6613,4.3226,7.4839,0.546,0.5,0.298,0.4169,0.0755,0.1414,-7.9
2023-24,Corey Kispert,WAS,,25.0,80,2067.435,1070,225,157,42,16,98,386,794,0.486,184,480,0.383,114,157,0.726,13.375,2.8125,1.9625,0.62,0.602,0.191,0.1037,0.0531,0.102,-10.7
2023-24,Saddiq Bey,ATL,,25.0,63,2061.6583,863,411,92,51,11,54,290,697,0.416,113,358,0.316,170,203,0.837,13.6984,6.5238,1.4603,0.549,0.4971,0.163,0.0593,0.1077,0.0643,-0.5
2023-24,Kelly Oubre Jr.,PHI,,28.0,68,2055.32,1049,341,101,77,47,87,387,878,0.441,101,325,0.311,174,232,0.75,15.4265,5.0147,1.4853,0.535,0.4983,0.22,0.0734,0.0971,0.0815,0.1
2023-24,Alperen Sengun,HOU,,21.0,63,2045.635,1331,589,312,76,46,162,527,982,0.537,33,111,0.297,244,352,0.693,21.127,9.3492,4.9524,0.585,0.5535,0.27,0.2521,0.1543,0.1247,0.8
2023-24,Jimmy Butler III,MIA,,34.0,60,2042.0583,1246,318,298,79,17,102,396,793,0.499,60,145,0.414,394,459,0.858,20.7667,5.3,4.9667,0.626,0.5372,0.235,0.2218,0.0913,0.093,5.5
2023-24,Terry Rozier,MIA,,30.0,61,2040.3817,1205,247,342,63,21,106,442,998,0.443,149,410,0.363,172,198,0.869,19.7541,4.0492,5.6066,0.555,0.5175,0.253,0.2639,0.071,0.089,-7.0
2023-24,Alex Caruso,CHI,,30.0,71,2040.3433,715,273,247,120,70,102,253,541,0.468,136,333,0.408,73,96,0.76,10.0704,3.8451,3.4789,0.613,0.5933,0.146,0.1638,0.0748,0.1489,0.3
2023-24,Keldon Johnson,SAS,,24.0,69,2038.3617,1084,377,195,51,20,100,391,862,0.454,127,367,0.346,175,221,0.792,15.7101,5.4638,2.8261,0.565,0.5273,0.212,0.1406,0.0966,0.0944,-7.7
2023-24,Kyrie Irving,DAL,,32.0,58,2029.6083,1487,290,299,74,28,106,562,1131,0.497,173,421,0.411,190,210,0.905,25.6379,5.0,5.1552,0.608,0.5734,0.274,0.2273,0.0802,0.0797,6.9
2023-24,Karl-Anthony Towns,MIN,,28.0,62,2025.565,1349,515,189,43,41,177,479,951,0.504,136,327,0.416,255,292,0.873,21.7581,8.3065,3.0484,0.625,0.5752,0.268,0.1487,0.1383,0.1409,7.2
2023-24,Jalen Suggs,ORL,,23.0,75,2024.59,943,229,205,106,47,132,336,714,0.471,153,385,0.397,118,156,0.756,12.5733,3.0533,2.7333,0.602,0.5777,0.191,0.1504,0.0665,0.1443,1.0
2023-24,Keyonte George,UTA,,20.0,75,2022.5767,974,211,332,36,7,188,319,815,0.391,147,440,0.334,189,223,0.848,12.9867,2.8133,4.4267,0.533,0.4816,0.224,0.2192,0.049,0.1707,-9.3
2023-24,Josh Giddey,OKC,,21.0,80,2011.5583,986,514,386,52,44,168,402,847,0.475,82,243,0.337,100,124,0.806,12.325,6.425,4.825,0.547,0.523,0.223,0.2731,0.1528,0.1571,8.2
2023-24,Bobby Portis,MIL,,29.0,82,2008.1667,1130,607,104,68,34,91,466,918,0.508,100,246,0.407,98,124,0.79,13.7805,7.4024,1.2683,0.581,0.5621,0.224,0.0798,0.1719,0.0856,-0.1
2023-24,Aaron Nesmith,IND,,24.0,72,1994.655,877,275,108,65,49,64,315,635,0.496,140,334,0.419,107,137,0.781,12.1806,3.8194,1.5,0.631,0.6063,0.158,0.0641,0.0763,0.0843,4.3
2023-24,Gary Trent Jr.,TOR,,25.0,71,1993.5983,974,188,119,77,10,47,361,847,0.426,178,453,0.393,74,96,0.771,13.7183,2.6479,1.6761,0.548,0.5313,0.195,0.0884,0.0499,0.0502,-4.6
2023-24,Norman Powell,LAC,,31.0,76,1990.3783,1056,195,82,43,22,66,373,768,0.486,167,384,0.435,143,172,0.831,13.8947,2.5658,1.0789,0.626,0.5944,0.193,0.0592,0.0551,0.0726,5.1
2023-24,Immanuel Quickley,TOR,,25.0,68,1985.3367,1156,259,331,50,10,101,388,894,0.434,171,433,0.395,209,245,0.853,17.0,3.8088,4.8676,0.577,0.5296,0.233,0.2522,0.069,0.0916,-1.0
2023-24,Brandin Podziemski,GSW,,21.0,74,1968.2533,682,427,273,61,14,88,271,597,0.454,90,234,0.385,50,79,0.633,9.2162,5.7703,3.6892,0.54,0.5293,0.149,0.1812,0.1171,0.1223,5.9
2023-24,Naz Reid,MIN,,24.0,81,1963.8283,1090,423,106,63,73,111,406,851,0.477,169,408,0.414,109,148,0.736,13.4568,5.2222,1.3086,0.595,0.5764,0.223,0.0821,0.1172,0.1081,5.7
2023-24,Caris LeVert,CLE,,29.0,68,1958.0833,952,280,346,76,34,117,345,820,0.421,108,332,0.325,154,201,0.766,14.0,4.1176,5.0882,0.524,0.4866,0.224,0.2585,0.0829,0.1141,2.8
2023-24,Royce O'Neale,PHX,,31.0,79,1954.2417,608,377,219,59,44,73,214,539,0.397,156,422,0.37,24,35,0.686,7.6962,4.7722,2.7722,0.548,0.5417,0.134,0.1474,0.1141,0.1164,3.2
2023-24,Jonathan Kuminga,GSW,,21.0,74,1949.5133,1188,355,163,55,36,122,456,862,0.529,53,165,0.321,223,299,0.746,16.0541,4.7973,2.2027,0.598,0.5597,0.237,0.1249,0.0983,0.1094,2.9
2023-24,Donovan Mitchell,CLE,,27.0,55,1942.65,1463,280,333,101,30,154,503,1089,0.462,182,494,0.368,275,318,0.865,26.6,5.0909,6.0545,0.595,0.5455,0.301,0.2853,0.0836,0.1114,7.3
2023-24,Trae Young,ATL,,25.0,54,1941.7133,1389,149,583,72,11,235,433,1008,0.43,175,469,0.373,348,407,0.855,25.7222,2.7593,10.7963,0.585,0.5164,0.289,0.4484,0.0414,0.1653,-2.5
2023-24,Dorian Finney-Smith,BKN,,31.0,68,1934.5933,580,317,107,56,38,59,215,511,0.421,117,336,0.348,33,46,0.717,8.5294,4.6618,1.5735,0.546,0.5352,0.132,0.0752,0.0898,0.1,-2.2
2023-24,Tyus Jones,WAS,,28.0,66,1932.6667,790,179,485,71,18,66,326,666,0.489,106,256,0.414,32,40,0.8,11.9697,2.7121,7.3485,0.578,0.5691,0.161,0.3345,0.0452,0.088,-11.9
2023-24,Jonas Valančiūnas,NOP,,32.0,82,1924.8317,1002,721,173,33,68,111,402,719,0.559,37,120,0.308,161,205,0.785,12.2195,8.7927,2.1098,0.619,0.5848,0.207,0.1326,0.2071,0.1206,3.9
2023-24,Nickeil Alexander-Walker,MIN,,25.0,82,1920.9183,655,167,204,64,42,76,236,538,0.439,131,335,0.391,52,65,0.8,7.9878,2.0366,2.4878,0.578,0.5604,0.143,0.1433,0.0473,0.1183,7.6
2023-24,Andrew Wiggins,GSW,,29.0,71,1920.4483,939,321,119,42,41,87,353,780,0.453,91,254,0.358,142,189,0.751,13.2254,4.5211,1.6761,0.544,0.5109,0.206,0.0861,0.0902,0.0916,-1.3
